entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
12,16,Flying Coaster,Oz Theatre,Merry Go Round
13,17,Merry Go Round,Flying Coaster,Inverted Coaster
14,18,Spiral Slide,Crazy Dance,Rapids Ride
14,18,Bungee Jump,Kiddie Coaster,Flying Coaster
14,18,Bumper Cars,Circus Train,Flying Coaster
11,15,Merry Go Round,Bungee Jump,Oz Theatre
10,15,Merry Go Round,Merry Go Round,Flying Coaster
10,18,Oz Theatre,Flying Coaster,Kiddie Coaster
13,17,Inverted Coaster,Circus Train,Go-Karts
11,18,Giant Wheel,Spinning Coaster,Flying Coaster
10,17,Flying Coaster,Go-Karts,Flying Coaster
11,15,Spinning Coaster,Go-Karts,Giant Wheel
13,18,Giga Coaster,Swing Ride,Flying Coaster
12,16,Merry Go Round,Merry Go Round,Merry Go Round
13,17,Giga Coaster,Flying Coaster,Flying Coaster
14,18,Kiddie Coaster,Giga Coaster,Swing Ride
13,18,Flying Coaster,Bumper Cars,Giant Wheel
13,18,Circus Train,Go-Karts,Rapids Ride
12,17,Flying Coaster,Flying Coaster,Giga Coaster
12,16,Go-Karts,Crazy Dance,Bungee Jump
10,15,Circus Train,Merry Go Round,Flying Coaster
10,14,Flying Coaster,Go-Karts,Rapids Ride
11,17,Haunted House,Flying Coaster,Flying Coaster
13,17,Free Fall,Merry Go Round,Crazy Dance
14,18,Kiddie Coaster,Bungee Jump,Giant Wheel
10,17,Go-Karts,Circus Train,Merry Go Round
10,16,Dizzy Dropper,Go-Karts,Bungee Jump
12,18,Oz Theatre,Merry Go Round,Merry Go Round
14,18,Flying Coaster,Spinning Coaster,Bumper Cars
14,18,Rapids Ride,Flying Coaster,Circus Train
11,17,Bungee Jump,Rapids Ride,Rapids Ride
10,17,Flying Coaster,Go-Karts,Circus Train
14,18,Merry Go Round,Flying Coaster,Merry Go Round
11,18,Go-Karts,Bungee Jump,Merry Go Round
11,17,Superman Ride,Roller Coaster,Roller Coaster
11,18,Bumper Cars,Flying Coaster,Go-Karts
11,15,Merry Go Round,Flying Coaster,Flying Coaster
11,17,Swing Ride,Flying Coaster,Flying Coaster
12,16,Spiral Slide,Flying Coaster,Flying Coaster
14,18,Bumper Cars,Rapids Ride,Inverted Coaster
11,16,Flying Coaster,Kiddie Coaster,Circus Train
10,18,Flying Coaster,Drop Tower,Giant Wheel
11,17,Merry Go Round,Inverted Coaster,Flying Coaster
12,18,Merry Go Round,Superman Ride,Giant Wheel
13,18,Drop Tower,Circus Train,Flying Coaster
14,18,Swing Ride,Circus Train,Merry Go Round
10,18,Oz Theatre,Go-Karts,Roller Coaster
13,18,Flying Coaster,Circus Train,Bungee Jump
13,17,Flying Coaster,Circus Train,Merry Go Round
14,18,Go-Karts,Zipline,Merry Go Round
10,17,Spinning Coaster,Free Fall,Bungee Jump
10,16,Spinning Coaster,Go-Karts,Bumper Cars
14,18,Rapids Ride,Merry Go Round,Go-Karts
12,17,Merry Go Round,Flying Coaster,Oz Theatre
13,18,Flying Coaster,Merry Go Round,Merry Go Round
11,15,Merry Go Round,Superman Ride,Flying Coaster
12,16,Spinning Coaster,Bungee Jump,Kiddie Coaster
13,17,Drop Tower,Flying Coaster,Merry Go Round
14,18,Spiral Slide,Go-Karts,Spinning Coaster
12,17,Go-Karts,Flying Coaster,Haunted House
12,16,Circus Train,Circus Train,Haunted House
14,18,Merry Go Round,Merry Go Round,Merry Go Round
11,17,Dizzy Dropper,Swing Ride,Bumper Cars
10,16,Go-Karts,Oz Theatre,Rapids Ride
14,18,Go-Karts,Spiral Slide,Flying Coaster
11,17,Kiddie Coaster,Rapids Ride,Merry Go Round
13,17,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Inverted Coaster,Flying Coaster
12,16,Merry Go Round,Spinning Coaster,Giant Wheel
10,17,Go-Karts,Superman Ride,Bumper Cars
13,18,Spinning Coaster,Bumper Cars,Spiral Slide
11,17,Flying Coaster,Spinning Coaster,Circus Train
13,18,Go-Karts,Merry Go Round,Swing Ride
12,17,Giant Wheel,Flying Coaster,Circus Train
14,18,Dizzy Dropper,Spinning Coaster,Go-Karts
11,17,Flying Coaster,Haunted House,Merry Go Round
12,18,Spinning Coaster,Flying Coaster,Flying Coaster
12,17,Rapids Ride,Inverted Coaster,Flying Coaster
11,16,Giga Coaster,Inverted Coaster,Merry Go Round
13,18,Merry Go Round,Spinning Coaster,Spiral Slide
10,16,Giant Wheel,Giant Wheel,Merry Go Round
11,16,Merry Go Round,Bungee Jump,Merry Go Round
10,14,Giant Wheel,Merry Go Round,Go-Karts
12,16,Flying Coaster,Merry Go Round,Bungee Jump
12,18,Water Ride,Spinning Coaster,Drop Tower
10,16,Circus Train,Haunted House,Water Ride
12,16,Kiddie Coaster,Go-Karts,Merry Go Round
11,15,Go-Karts,Drop Tower,Circus Train
13,18,Merry Go Round,Bungee Jump,Roller Coaster
14,18,Zipline,Merry Go Round,Merry Go Round
10,16,Haunted House,Swing Ride,Flying Coaster
11,15,Spiral Slide,Spiral Slide,Flying Coaster
14,18,Spinning Coaster,Spinning Coaster,Flying Coaster
14,18,Circus Train,Water Ride,Circus Train
14,18,Zipline,Free Fall,Dizzy Dropper
10,16,Merry Go Round,Kiddie Coaster,Spinning Coaster
14,18,Spiral Slide,Merry Go Round,Spinning Coaster
14,18,Circus Train,Water Ride,Flying Coaster
11,16,Merry Go Round,Spinning Coaster,Kiddie Coaster
12,17,Giant Wheel,Bumper Cars,Water Ride
10,17,Merry Go Round,Kiddie Coaster,Giant Wheel
11,15,Flying Coaster,Oz Theatre,Circus Train
10,18,Zipline,Inverted Coaster,Flying Coaster
12,16,Oz Theatre,Spinning Coaster,Kiddie Coaster
12,18,Merry Go Round,Go-Karts,Merry Go Round
11,16,Flying Coaster,Flying Coaster,Merry Go Round
10,17,Flying Coaster,Merry Go Round,Merry Go Round
11,17,Flying Coaster,Merry Go Round,Go-Karts
11,15,Circus Train,Bungee Jump,Merry Go Round
10,18,Haunted House,Bungee Jump,Dizzy Dropper
11,15,Zipline,Flying Coaster,Himalaya Ride
12,18,Flying Coaster,Spinning Coaster,Flying Coaster
12,16,Go-Karts,Crazy Dance,Rapids Ride
14,18,Merry Go Round,Merry Go Round,Go-Karts
10,14,Dizzy Dropper,Swing Ride,Flying Coaster
13,18,Flying Coaster,Go-Karts,Flying Coaster
12,18,Haunted House,Giant Wheel,Merry Go Round
14,18,Merry Go Round,Flying Coaster,Merry Go Round
10,17,Merry Go Round,Flying Coaster,Oz Theatre
12,16,Flying Coaster,Giga Coaster,Merry Go Round
12,18,Flying Coaster,Go-Karts,Crazy Dance
14,18,Flying Coaster,Flying Coaster,Water Ride
14,18,Kiddie Coaster,Bungee Jump,Giga Coaster
12,18,Merry Go Round,Spinning Coaster,Spinning Coaster
10,16,Flying Coaster,Merry Go Round,Giga Coaster
10,16,Kiddie Coaster,Spinning Coaster,Flying Coaster
11,16,Merry Go Round,Circus Train,Merry Go Round
11,16,Roller Coaster,Dizzy Dropper,Haunted House
10,16,Spinning Coaster,Flying Coaster,Flying Coaster
14,18,Kiddie Coaster,Swing Ride,Merry Go Round
11,18,Roller Coaster,Bumper Cars,Merry Go Round
11,18,Bumper Cars,Circus Train,Merry Go Round
12,16,Flying Coaster,Flying Coaster,Dizzy Dropper
14,18,Go-Karts,Superman Ride,Spinning Coaster
13,18,Spiral Slide,Flying Coaster,Merry Go Round
13,18,Bungee Jump,Zipline,Bungee Jump
10,15,Dizzy Dropper,Inverted Coaster,Flying Coaster
13,17,Flying Coaster,Go-Karts,Spinning Coaster
14,18,Bungee Jump,Giant Wheel,Spiral Slide
10,18,Circus Train,Flying Coaster,Flying Coaster
12,17,Flying Coaster,Go-Karts,Spinning Coaster
14,18,Kiddie Coaster,Flying Coaster,Superman Ride
10,18,Spinning Coaster,Spiral Slide,Merry Go Round
14,18,Flying Coaster,Bungee Jump,Merry Go Round
11,18,Swing Ride,Spinning Coaster,Spinning Coaster
11,16,Merry Go Round,Rapids Ride,Roller Coaster
10,16,Flying Coaster,Bumper Cars,Circus Train
11,17,Kiddie Coaster,Flying Coaster,Merry Go Round
14,18,Oz Theatre,Merry Go Round,Bungee Jump
14,18,Water Ride,Merry Go Round,Bumper Cars
14,18,Circus Train,Flying Coaster,Crazy Dance
12,18,Rapids Ride,Swing Ride,Bungee Jump
11,15,Spinning Coaster,Roller Coaster,Oz Theatre
13,17,Rapids Ride,Inverted Coaster,Drop Tower
11,15,Circus Train,Spinning Coaster,Kiddie Coaster
13,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Kiddie Coaster,Flying Coaster,Flying Coaster
11,15,Dizzy Dropper,Merry Go Round,Flying Coaster
12,17,Spinning Coaster,Merry Go Round,Water Ride
12,18,Circus Train,Kiddie Coaster,Circus Train
13,18,Rapids Ride,Flying Coaster,Flying Coaster
13,18,Merry Go Round,Water Ride,Go-Karts
10,15,Spinning Coaster,Spinning Coaster,Go-Karts
14,18,Spinning Coaster,Bumper Cars,Bungee Jump
12,16,Giant Wheel,Oz Theatre,Merry Go Round
12,17,Bungee Jump,Flying Coaster,Giant Wheel
11,15,Roller Coaster,Oz Theatre,Bungee Jump
14,18,Oz Theatre,Go-Karts,Spinning Coaster
11,16,Merry Go Round,Merry Go Round,Spinning Coaster
13,17,Zipline,Flying Coaster,Bumper Cars
11,15,Merry Go Round,Giant Wheel,Rapids Ride
14,18,Flying Coaster,Spinning Coaster,Go-Karts
13,17,Giant Wheel,Giant Wheel,Flying Coaster
12,16,Merry Go Round,Roller Coaster,Giant Wheel
14,18,Flying Coaster,Go-Karts,Swing Ride
12,18,Flying Coaster,Merry Go Round,Circus Train
12,17,Dizzy Dropper,Rapids Ride,Go-Karts
12,16,Merry Go Round,Go-Karts,Go-Karts
14,18,Flying Coaster,Flying Coaster,Superman Ride
11,18,Rapids Ride,Go-Karts,Merry Go Round
13,17,Flying Coaster,Inverted Coaster,Flying Coaster
12,17,Spinning Coaster,Giga Coaster,Crazy Dance
10,14,Circus Train,Himalaya Ride,Crazy Dance
12,16,Circus Train,Himalaya Ride,Oz Theatre
14,18,Spinning Coaster,Himalaya Ride,Crazy Dance
14,18,Go-Karts,Swing Ride,Merry Go Round
10,16,Flying Coaster,Merry Go Round,Zipline
14,18,Circus Train,Flying Coaster,Roller Coaster
10,17,Merry Go Round,Spinning Coaster,Zipline
10,18,Go-Karts,Merry Go Round,Circus Train
13,17,Flying Coaster,Giant Wheel,Merry Go Round
13,17,Zipline,Flying Coaster,Go-Karts
11,18,Merry Go Round,Go-Karts,Merry Go Round
13,18,Flying Coaster,Merry Go Round,Giant Wheel
12,16,Flying Coaster,Bungee Jump,Merry Go Round
13,17,Giga Coaster,Dizzy Dropper,Zipline
13,17,Flying Coaster,Spinning Coaster,Drop Tower
14,18,Go-Karts,Oz Theatre,Spinning Coaster
12,17,Spinning Coaster,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Dizzy Dropper,Circus Train
14,18,Flying Coaster,Merry Go Round,Go-Karts
11,16,Flying Coaster,Spinning Coaster,Bungee Jump
12,18,Water Ride,Spinning Coaster,Spinning Coaster
13,18,Himalaya Ride,Flying Coaster,Merry Go Round
11,16,Flying Coaster,Rapids Ride,Rapids Ride
11,15,Merry Go Round,Drop Tower,Spinning Coaster
12,17,Drop Tower,Himalaya Ride,Rapids Ride
10,14,Bungee Jump,Inverted Coaster,Merry Go Round
12,16,Giant Wheel,Water Ride,Flying Coaster
12,16,Rapids Ride,Flying Coaster,Swing Ride
10,18,Haunted House,Spinning Coaster,Superman Ride
12,17,Go-Karts,Go-Karts,Flying Coaster
14,18,Spinning Coaster,Go-Karts,Bumper Cars
13,18,Flying Coaster,Flying Coaster,Go-Karts
12,17,Merry Go Round,Himalaya Ride,Giant Wheel
12,16,Flying Coaster,Merry Go Round,Inverted Coaster
13,18,Zipline,Flying Coaster,Merry Go Round
10,17,Giant Wheel,Bumper Cars,Himalaya Ride
10,15,Go-Karts,Haunted House,Flying Coaster
13,17,Spiral Slide,Flying Coaster,Merry Go Round
13,18,Circus Train,Go-Karts,Flying Coaster
11,17,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Merry Go Round,Kiddie Coaster
11,17,Rapids Ride,Flying Coaster,Dizzy Dropper
11,15,Bumper Cars,Inverted Coaster,Spinning Coaster
12,17,Giant Wheel,Kiddie Coaster,Spinning Coaster
10,15,Go-Karts,Inverted Coaster,Roller Coaster
12,17,Merry Go Round,Go-Karts,Bumper Cars
13,18,Zipline,Flying Coaster,Flying Coaster
14,18,Bumper Cars,Merry Go Round,Spinning Coaster
13,17,Spinning Coaster,Merry Go Round,Merry Go Round
12,18,Zipline,Go-Karts,Spinning Coaster
14,18,Bungee Jump,Flying Coaster,Giant Wheel
14,18,Go-Karts,Inverted Coaster,Flying Coaster
10,18,Giant Wheel,Flying Coaster,Superman Ride
10,16,Merry Go Round,Circus Train,Flying Coaster
11,15,Flying Coaster,Spinning Coaster,Go-Karts
12,16,Go-Karts,Crazy Dance,Inverted Coaster
12,18,Kiddie Coaster,Flying Coaster,Merry Go Round
10,17,Flying Coaster,Flying Coaster,Flying Coaster
11,18,Free Fall,Flying Coaster,Circus Train
13,18,Go-Karts,Flying Coaster,Inverted Coaster
14,18,Bungee Jump,Flying Coaster,Flying Coaster
11,17,Bungee Jump,Flying Coaster,Flying Coaster
12,16,Circus Train,Rapids Ride,Flying Coaster
14,18,Go-Karts,Merry Go Round,Giant Wheel
14,18,Kiddie Coaster,Kiddie Coaster,Go-Karts
10,15,Merry Go Round,Circus Train,Drop Tower
10,15,Free Fall,Bumper Cars,Spiral Slide
11,16,Spinning Coaster,Flying Coaster,Flying Coaster
10,17,Flying Coaster,Flying Coaster,Bumper Cars
11,18,Bumper Cars,Inverted Coaster,Flying Coaster
13,18,Superman Ride,Spinning Coaster,Go-Karts
14,18,Drop Tower,Giga Coaster,Go-Karts
11,15,Bumper Cars,Merry Go Round,Oz Theatre
11,17,Circus Train,Bungee Jump,Spinning Coaster
13,17,Zipline,Merry Go Round,Giant Wheel
12,16,Flying Coaster,Drop Tower,Giga Coaster
12,18,Kiddie Coaster,Flying Coaster,Flying Coaster
12,16,Zipline,Circus Train,Giant Wheel
11,18,Flying Coaster,Spinning Coaster,Merry Go Round
13,18,Flying Coaster,Zipline,Go-Karts
11,17,Kiddie Coaster,Flying Coaster,Giant Wheel
14,18,Crazy Dance,Giant Wheel,Spinning Coaster
13,17,Flying Coaster,Flying Coaster,Go-Karts
10,15,Bungee Jump,Flying Coaster,Bumper Cars
14,18,Bungee Jump,Go-Karts,Flying Coaster
11,18,Flying Coaster,Swing Ride,Giant Wheel
10,14,Merry Go Round,Kiddie Coaster,Flying Coaster
13,18,Giant Wheel,Giant Wheel,Merry Go Round
13,17,Spinning Coaster,Flying Coaster,Go-Karts
11,16,Flying Coaster,Zipline,Superman Ride
11,18,Rapids Ride,Rapids Ride,Circus Train
11,17,Bumper Cars,Merry Go Round,Superman Ride
11,16,Spinning Coaster,Flying Coaster,Spinning Coaster
12,17,Go-Karts,Flying Coaster,Merry Go Round
12,17,Flying Coaster,Flying Coaster,Inverted Coaster
12,16,Oz Theatre,Flying Coaster,Flying Coaster
14,18,Go-Karts,Flying Coaster,Merry Go Round
10,17,Zipline,Water Ride,Spinning Coaster
13,17,Flying Coaster,Bungee Jump,Free Fall
12,17,Zipline,Bumper Cars,Giant Wheel
14,18,Flying Coaster,Haunted House,Kiddie Coaster
10,18,Himalaya Ride,Merry Go Round,Bumper Cars
12,17,Giant Wheel,Go-Karts,Drop Tower
12,18,Flying Coaster,Flying Coaster,Bumper Cars
10,17,Crazy Dance,Flying Coaster,Flying Coaster
13,18,Inverted Coaster,Circus Train,Circus Train
11,17,Flying Coaster,Flying Coaster,Go-Karts
11,16,Merry Go Round,Spinning Coaster,Bungee Jump
10,18,Giant Wheel,Bungee Jump,Flying Coaster
10,18,Merry Go Round,Flying Coaster,Giant Wheel
10,15,Zipline,Water Ride,Inverted Coaster
14,18,Flying Coaster,Flying Coaster,Kiddie Coaster
13,18,Go-Karts,Swing Ride,Go-Karts
13,18,Giant Wheel,Swing Ride,Flying Coaster
12,17,Go-Karts,Swing Ride,Go-Karts
10,18,Inverted Coaster,Go-Karts,Flying Coaster
13,18,Flying Coaster,Bumper Cars,Inverted Coaster
14,18,Giant Wheel,Drop Tower,Go-Karts
10,15,Superman Ride,Zipline,Water Ride
10,14,Flying Coaster,Flying Coaster,Water Ride
11,18,Zipline,Haunted House,Flying Coaster
12,16,Oz Theatre,Giant Wheel,Inverted Coaster
11,17,Zipline,Flying Coaster,Flying Coaster
14,18,Roller Coaster,Flying Coaster,Merry Go Round
10,15,Swing Ride,Flying Coaster,Bungee Jump
12,18,Water Ride,Flying Coaster,Crazy Dance
12,18,Swing Ride,Rapids Ride,Go-Karts
12,17,Crazy Dance,Oz Theatre,Merry Go Round
11,15,Superman Ride,Free Fall,Drop Tower
13,17,Zipline,Kiddie Coaster,Giga Coaster
10,14,Bumper Cars,Flying Coaster,Flying Coaster
10,16,Crazy Dance,Rapids Ride,Circus Train
11,16,Spinning Coaster,Go-Karts,Superman Ride
10,14,Go-Karts,Flying Coaster,Spinning Coaster
10,17,Flying Coaster,Roller Coaster,Inverted Coaster
11,15,Flying Coaster,Go-Karts,Dizzy Dropper
11,18,Merry Go Round,Merry Go Round,Flying Coaster
12,17,Spinning Coaster,Flying Coaster,Merry Go Round
14,18,Inverted Coaster,Crazy Dance,Merry Go Round
14,18,Swing Ride,Drop Tower,Giant Wheel
11,17,Kiddie Coaster,Flying Coaster,Merry Go Round
14,18,Go-Karts,Bungee Jump,Flying Coaster
11,16,Oz Theatre,Flying Coaster,Flying Coaster
10,15,Haunted House,Merry Go Round,Kiddie Coaster
13,17,Water Ride,Giant Wheel,Spinning Coaster
11,15,Giant Wheel,Flying Coaster,Kiddie Coaster
11,16,Flying Coaster,Circus Train,Flying Coaster
11,15,Spinning Coaster,Go-Karts,Flying Coaster
13,17,Giant Wheel,Flying Coaster,Swing Ride
13,18,Go-Karts,Bungee Jump,Superman Ride
10,16,Spinning Coaster,Roller Coaster,Free Fall
11,18,Merry Go Round,Merry Go Round,Zipline
11,17,Inverted Coaster,Water Ride,Merry Go Round
10,14,Merry Go Round,Rapids Ride,Oz Theatre
14,18,Swing Ride,Kiddie Coaster,Swing Ride
12,17,Spinning Coaster,Bumper Cars,Flying Coaster
10,15,Merry Go Round,Kiddie Coaster,Inverted Coaster
11,18,Zipline,Flying Coaster,Superman Ride
11,16,Merry Go Round,Merry Go Round,Merry Go Round
12,16,Flying Coaster,Flying Coaster,Go-Karts
14,18,Crazy Dance,Merry Go Round,Merry Go Round
10,18,Water Ride,Giant Wheel,Kiddie Coaster
10,17,Flying Coaster,Merry Go Round,Swing Ride
10,18,Flying Coaster,Spinning Coaster,Free Fall
14,18,Spinning Coaster,Merry Go Round,Kiddie Coaster
10,17,Dizzy Dropper,Merry Go Round,Flying Coaster
11,15,Merry Go Round,Giant Wheel,Drop Tower
13,17,Crazy Dance,Drop Tower,Zipline
11,17,Flying Coaster,Flying Coaster,Roller Coaster
12,18,Circus Train,Flying Coaster,Circus Train
10,17,Merry Go Round,Bumper Cars,Merry Go Round
11,17,Merry Go Round,Water Ride,Flying Coaster
10,17,Go-Karts,Kiddie Coaster,Giant Wheel
11,15,Rapids Ride,Drop Tower,Giant Wheel
12,17,Bungee Jump,Go-Karts,Flying Coaster
10,14,Haunted House,Flying Coaster,Merry Go Round
12,17,Merry Go Round,Giant Wheel,Giant Wheel
10,15,Bungee Jump,Spinning Coaster,Flying Coaster
11,16,Flying Coaster,Merry Go Round,Giant Wheel
14,18,Inverted Coaster,Bungee Jump,Kiddie Coaster
13,18,Bungee Jump,Merry Go Round,Go-Karts
11,17,Rapids Ride,Kiddie Coaster,Kiddie Coaster
13,17,Go-Karts,Giant Wheel,Merry Go Round
10,18,Merry Go Round,Merry Go Round,Bumper Cars
13,17,Flying Coaster,Flying Coaster,Flying Coaster
12,18,Merry Go Round,Bungee Jump,Roller Coaster
14,18,Bungee Jump,Kiddie Coaster,Flying Coaster
10,14,Merry Go Round,Swing Ride,Flying Coaster
11,17,Spiral Slide,Swing Ride,Water Ride
14,18,Bungee Jump,Bungee Jump,Circus Train
11,18,Giant Wheel,Flying Coaster,Circus Train
12,16,Swing Ride,Dizzy Dropper,Inverted Coaster
10,15,Haunted House,Spinning Coaster,Roller Coaster
13,18,Spinning Coaster,Flying Coaster,Merry Go Round
11,16,Oz Theatre,Flying Coaster,Giga Coaster
10,14,Bumper Cars,Flying Coaster,Flying Coaster
12,17,Flying Coaster,Drop Tower,Circus Train
14,18,Haunted House,Kiddie Coaster,Flying Coaster
12,17,Bumper Cars,Go-Karts,Go-Karts
11,18,Merry Go Round,Merry Go Round,Circus Train
11,15,Go-Karts,Flying Coaster,Spinning Coaster
12,18,Giant Wheel,Spinning Coaster,Spinning Coaster
11,17,Bungee Jump,Go-Karts,Bungee Jump
12,16,Go-Karts,Crazy Dance,Merry Go Round
12,17,Inverted Coaster,Zipline,Go-Karts
12,18,Merry Go Round,Flying Coaster,Inverted Coaster
11,18,Kiddie Coaster,Merry Go Round,Go-Karts
14,18,Dizzy Dropper,Giant Wheel,Go-Karts
14,18,Flying Coaster,Inverted Coaster,Flying Coaster
11,16,Spinning Coaster,Merry Go Round,Giant Wheel
14,18,Bungee Jump,Merry Go Round,Flying Coaster
14,18,Giant Wheel,Giant Wheel,Dizzy Dropper
11,16,Swing Ride,Go-Karts,Rapids Ride
11,18,Flying Coaster,Flying Coaster,Go-Karts
13,18,Water Ride,Oz Theatre,Go-Karts
12,18,Go-Karts,Circus Train,Bungee Jump
12,17,Go-Karts,Roller Coaster,Circus Train
10,17,Flying Coaster,Spinning Coaster,Go-Karts
10,16,Free Fall,Kiddie Coaster,Bungee Jump
12,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Spinning Coaster,Go-Karts
11,16,Crazy Dance,Rapids Ride,Giant Wheel
11,17,Kiddie Coaster,Merry Go Round,Flying Coaster
13,17,Spinning Coaster,Merry Go Round,Giant Wheel
13,17,Merry Go Round,Flying Coaster,Merry Go Round
14,18,Circus Train,Oz Theatre,Bumper Cars
11,16,Giga Coaster,Giga Coaster,Inverted Coaster
11,16,Himalaya Ride,Bungee Jump,Bumper Cars
14,18,Flying Coaster,Flying Coaster,Spinning Coaster
12,18,Haunted House,Bumper Cars,Inverted Coaster
14,18,Free Fall,Flying Coaster,Flying Coaster
10,16,Flying Coaster,Flying Coaster,Flying Coaster
11,15,Merry Go Round,Flying Coaster,Oz Theatre
13,18,Haunted House,Merry Go Round,Flying Coaster
14,18,Water Ride,Haunted House,Circus Train
14,18,Go-Karts,Oz Theatre,Flying Coaster
14,18,Crazy Dance,Go-Karts,Merry Go Round
11,18,Rapids Ride,Zipline,Go-Karts
13,17,Haunted House,Circus Train,Spinning Coaster
12,16,Merry Go Round,Flying Coaster,Bungee Jump
11,18,Flying Coaster,Kiddie Coaster,Drop Tower
11,18,Flying Coaster,Kiddie Coaster,Free Fall
12,17,Oz Theatre,Merry Go Round,Go-Karts
13,17,Merry Go Round,Drop Tower,Inverted Coaster
11,15,Water Ride,Go-Karts,Zipline
10,18,Oz Theatre,Spinning Coaster,Dizzy Dropper
13,18,Merry Go Round,Swing Ride,Haunted House
11,15,Merry Go Round,Flying Coaster,Spinning Coaster
14,18,Drop Tower,Merry Go Round,Merry Go Round
13,18,Roller Coaster,Bumper Cars,Go-Karts
12,17,Bungee Jump,Circus Train,Flying Coaster
13,18,Bungee Jump,Merry Go Round,Go-Karts
13,18,Drop Tower,Flying Coaster,Circus Train
12,18,Merry Go Round,Flying Coaster,Spinning Coaster
14,18,Water Ride,Swing Ride,Oz Theatre
11,15,Merry Go Round,Merry Go Round,Flying Coaster
13,18,Spinning Coaster,Inverted Coaster,Flying Coaster
14,18,Kiddie Coaster,Go-Karts,Flying Coaster
14,18,Go-Karts,Go-Karts,Giant Wheel
13,18,Go-Karts,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Flying Coaster,Giant Wheel
11,15,Flying Coaster,Kiddie Coaster,Merry Go Round
13,18,Bungee Jump,Go-Karts,Flying Coaster
13,17,Go-Karts,Roller Coaster,Go-Karts
14,18,Flying Coaster,Spinning Coaster,Crazy Dance
10,14,Kiddie Coaster,Go-Karts,Bungee Jump
14,18,Flying Coaster,Merry Go Round,Flying Coaster
11,18,Spinning Coaster,Merry Go Round,Giant Wheel
12,18,Flying Coaster,Flying Coaster,Bungee Jump
10,15,Dizzy Dropper,Flying Coaster,Flying Coaster
13,18,Superman Ride,Bungee Jump,Giant Wheel
14,18,Bungee Jump,Flying Coaster,Bumper Cars
12,17,Flying Coaster,Free Fall,Flying Coaster
11,17,Superman Ride,Merry Go Round,Bungee Jump
14,18,Spinning Coaster,Merry Go Round,Spiral Slide
10,16,Rapids Ride,Merry Go Round,Flying Coaster
11,16,Spinning Coaster,Superman Ride,Merry Go Round
11,16,Inverted Coaster,Flying Coaster,Flying Coaster
11,17,Flying Coaster,Circus Train,Spinning Coaster
11,17,Himalaya Ride,Oz Theatre,Inverted Coaster
13,18,Flying Coaster,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Bumper Cars,Merry Go Round
12,17,Oz Theatre,Rapids Ride,Oz Theatre
11,16,Swing Ride,Flying Coaster,Flying Coaster
11,16,Go-Karts,Go-Karts,Merry Go Round
12,17,Spinning Coaster,Merry Go Round,Rapids Ride
14,18,Inverted Coaster,Merry Go Round,Go-Karts
11,16,Flying Coaster,Giant Wheel,Circus Train
10,14,Merry Go Round,Flying Coaster,Inverted Coaster
11,15,Go-Karts,Merry Go Round,Inverted Coaster
13,17,Giant Wheel,Go-Karts,Go-Karts
11,18,Merry Go Round,Bungee Jump,Flying Coaster
14,18,Oz Theatre,Flying Coaster,Bungee Jump
13,18,Flying Coaster,Water Ride,Inverted Coaster
14,18,Haunted House,Flying Coaster,Bumper Cars
12,18,Bumper Cars,Flying Coaster,Giant Wheel
14,18,Flying Coaster,Merry Go Round,Giant Wheel
14,18,Go-Karts,Spinning Coaster,Water Ride
12,16,Merry Go Round,Flying Coaster,Bumper Cars
11,18,Go-Karts,Kiddie Coaster,Rapids Ride
11,15,Flying Coaster,Spinning Coaster,Roller Coaster
10,18,Merry Go Round,Free Fall,Bumper Cars
11,16,Spinning Coaster,Rapids Ride,Kiddie Coaster
11,17,Giant Wheel,Haunted House,Flying Coaster
11,17,Merry Go Round,Roller Coaster,Flying Coaster
11,18,Flying Coaster,Flying Coaster,Superman Ride
11,17,Giant Wheel,Circus Train,Flying Coaster
12,16,Go-Karts,Roller Coaster,Giant Wheel
12,16,Flying Coaster,Haunted House,Swing Ride
14,18,Go-Karts,Flying Coaster,Free Fall
14,18,Flying Coaster,Spiral Slide,Circus Train
10,18,Go-Karts,Merry Go Round,Flying Coaster
14,18,Rapids Ride,Spinning Coaster,Oz Theatre
12,17,Crazy Dance,Go-Karts,Merry Go Round
12,18,Flying Coaster,Flying Coaster,Flying Coaster
11,17,Haunted House,Flying Coaster,Water Ride
10,16,Rapids Ride,Free Fall,Inverted Coaster
10,15,Circus Train,Giant Wheel,Merry Go Round
12,18,Flying Coaster,Merry Go Round,Go-Karts
14,18,Merry Go Round,Water Ride,Superman Ride
13,18,Flying Coaster,Drop Tower,Spinning Coaster
13,17,Circus Train,Merry Go Round,Giant Wheel
12,16,Flying Coaster,Flying Coaster,Water Ride
12,17,Drop Tower,Spinning Coaster,Flying Coaster
14,18,Go-Karts,Giant Wheel,Spinning Coaster
12,18,Flying Coaster,Kiddie Coaster,Kiddie Coaster
